0.258446513,0.231084576,0.122273155,0.239993114
0.249537975,0.220903391,0.160452601,0.247629003
0.252083272,0.211994853,0.286444773,0.255264892
0.248265327,0.204358964,0.388256629,0.255901216
0.243174734,0.201177344,0.36662161,0.248901651
0.220903391,0.194177779,0.33098746,0.245083707
0.206904261,0.197995723,0.307443468,0.241902086
0.215176474,0.21454015,0.264809754,0.238084142
0.232993549,0.232993549,0.232993549,0.248901651
0.245720031,0.238720466,0.22853928,0.266082402
0.23935679,0.239993114,0.21772177,0.288353745
0.236811493,0.236175169,0.22853928,0.299171255
0.273081967,0.231720901,0.223448687,0.301080227
0.310625089,0.243811058,0.215812798,0.290262718
0.308716117,0.273081967,0.222176039,0.276899912
0.28899007,0.285808449,0.229811928,0.273718291
0.271809319,0.289626394,0.220267067,0.27817256
0.246356355,0.300443903,0.227266632,0.283263153
0.222812363,0.306807144,0.249537975,0.287081097
0.210085881,0.308716117,0.292808014,0.28135418
0.199904695,0.312534061,0.323987895,0.27817256
0.197995723,0.308079793,0.314443034,0.271809319
0.227266632,0.308716117,0.27817256,0.26735505
0.262900781,0.318897302,0.241265762,0.262900781
0.283263153,0.324624219,0.222176039,0.259082837
0.280081532,0.315079358,0.194177779,0.254628568
0.27817256,0.290899042,0.170633787,0.243811058
0.265446078,0.273718291,0.183360269,0.234902521
0.243174734,0.260355485,0.213903826,0.229175604
0.218358094,0.252083272,0.229175604,0.219630743
0.211994853,0.246992679,0.225993984,0.206267936
0.217085446,0.246992679,0.220903391,0.191632482
0.217085446,0.227902956,0.249537975,0.183360269
0.213267502,0.206904261,0.318260978,0.176997028
0.206904261,0.196723075,0.350713507,0.180178648
0.196723075,0.208813233,0.323987895,0.185269241
0.20054102,0.222812363,0.280081532,0.193541454
0.215812798,0.229175604,0.257173865,0.203086316
0.23935679,0.217085446,0.237447817,0.224721335
0.246356355,0.20372264,0.215176474,0.23935679
0.243174734,0.182723945,0.19290513,0.248265327
0.239993114,0.151544064,0.20054102,0.250810624
0.241902086,0.158543629,0.225993984,0.258446513
0.234266197,0.202449992,0.239993114,0.257173865
0.225993984,0.222812363,0.244447383,0.260355485
0.231720901,0.21772177,0.250174299,0.260991809
0.245720031,0.215812798,0.255264892,0.260991809
0.25653754,0.219630743,0.269900347,0.259082837
0.260991809,0.236175169,0.27817256,0.259082837
0.25653754,0.252083272,0.285172125,0.270536671
0.239993114,0.257810189,0.282626829,0.288353745
0.215176474,0.266718726,0.273081967,0.295989635
0.205631612,0.271809319,0.267991374,0.291535366
0.21454015,0.279445208,0.252719596,0.282626829
0.254628568,0.293444338,0.238084142,0.277536236
0.304261848,0.290899042,0.232357225,0.270536671
0.322078923,0.285808449,0.224085011,0.270536671
0.326533192,0.28899007,0.219630743,0.260991809
0.33098746,0.294080662,0.227266632,0.25653754
0.326533192,0.302352876,0.239993114,0.258446513
0.311897737,0.309352441,0.252083272,0.270536671
0.308079793,0.290262718,0.275627263,0.273081967
0.319533626,0.259082837,0.276263588,0.275627263
0.338623349,0.262900781,0.25335592,0.268627698
0.333532757,0.286444773,0.222176039,0.258446513
0.301080227,0.304261848,0.231084576,0.252083272
0.267991374,0.312534061,0.261628133,0.249537975
0.244447383,0.315079358,0.273718291,0.240629438
0.234902521,0.308079793,0.267991374,0.234266197
0.217085446,0.281990504,0.246992679,0.221539715
0.204358964,0.244447383,0.241265762,0.206904261
0.201813668,0.222812363,0.265446078,0.191632482
0.198632047,0.201813668,0.280717856,0.178269676
0.198632047,0.201813668,0.26417343,0.171270111
0.21454015,0.21454015,0.229175604,0.175088056
0.210085881,0.229175604,0.194177779,0.187178213
0.195450427,0.232357225,0.204358964,0.199904695
0.201813668,0.224721335,0.237447817,0.212631177
0.218358094,0.215176474,0.250174299,0.224085011
0.231720901,0.208813233,0.331623784,0.234266197
0.222812363,0.208176909,0.36662161,0.246356355
0.210085881,0.186541889,0.324624219,0.25653754
0.215812798,0.179542324,0.275627263,0.264809754
0.222812363,0.20054102,0.244447383,0.266718726
0.225993984,0.224721335,0.226630308,0.264809754
0.236811493,0.248265327,0.201813668,0.266082402
0.247629003,0.249537975,0.170633787,0.265446078
0.253992244,0.223448687,0.161088925,0.259719161
0.260355485,0.193541454,0.160452601,0.255264892
0.269900347,0.158543629,0.175088056,0.267991374
0.273081967,0.137544934,0.193541454,0.280081532
0.279445208,0.133726989,0.212631177,0.284535801
0.283263153,0.167452166,0.246992679,0.280717856
0.274354615,0.211358529,0.278808884,0.27817256
0.254628568,0.239993114,0.290899042,0.27817256
0.248265327,0.261628133,0.283899477,0.275627263
0.247629003,0.280081532,0.274990939,0.272445643
0.249537975,0.287717421,0.269900347,0.271172995
0.231084576,0.287717421,0.264809754,0.274990939
0.212631177,0.26735505,0.252083272,0.274354615
0.216449122,0.276263588,0.248265327,0.273081967
0.223448687,0.299807579,0.273081967,0.271809319
0.213267502,0.297898607,0.318897302,0.264809754
0.20054102,0.283899477,0.309988765,0.254628568
0.204995288,0.285808449,0.283899477,0.252083272
0.220267067,0.28899007,0.270536671,0.249537975
0.246356355,0.298534931,0.274990939,0.248265327
0.259719161,0.312534061,0.26735505,0.245083707
0.271809319,0.310625089,0.250174299,0.23935679
0.273081967,0.293444338,0.216449122,0.227266632
0.280081532,0.26735505,0.199268371,0.210085881
0.294716986,0.259719161,0.196086751,0.191632482
0.299171255,0.257173865,0.157907305,0.183996593
0.285808449,0.252083272,0.147089795,0.179542324
0.283263153,0.246356355,0.191632482,0.182723945
0.280081532,0.222176039,0.25335592,0.190996158
0.271172995,0.197359399,0.263537106,0.197359399
0.262264457,0.205631612,0.252083272,0.208813233
0.247629003,0.213267502,0.229811928,0.220903391
0.23935679,0.225993984,0.211358529,0.22853928
0.232357225,0.229811928,0.210085881,0.237447817
0.227266632,0.232993549,0.225357659,0.245720031
0.218994418,0.231084576,0.255901216,0.250174299
0.210722205,0.223448687,0.283899477,0.250174299
0.220903391,0.224085011,0.296625959,0.252083272
0.236811493,0.231720901,0.270536671,0.252083272
0.248265327,0.237447817,0.232993549,0.257173865
0.247629003,0.229811928,0.198632047,0.259719161
0.244447383,0.224721335,0.194177779,0.260991809
0.237447817,0.227266632,0.215176474,0.266082402
0.238084142,0.225993984,0.226630308,0.273081967
0.241265762,0.223448687,0.194814103,0.280717856
0.235538845,0.245083707,0.16808849,0.282626829
0.238720466,0.268627698,0.194814103,0.28899007
0.23935679,0.288353745,0.246992679,0.287081097
0.236175169,0.291535366,0.29217169,0.284535801
0.247629003,0.280717856,0.312534061,0.285808449
0.267991374,0.276899912,0.299171255,0.286444773
0.278808884,0.28899007,0.290262718,0.283263153
0.288353745,0.315715682,0.30617082,0.28135418
0.278808884,0.34498659,0.320806275,0.280717856
0.248265327,0.362167341,0.320806275,0.270536671
0.224721335,0.358985721,0.298534931,0.26417343
0.217085446,0.32780584,0.271172995,0.257173865
0.231720901,0.293444338,0.247629003,0.25653754
0.245083707,0.26417343,0.231720901,0.25335592
0.246356355,0.244447383,0.235538845,0.251446948
0.247629003,0.220267067,0.231084576,0.245083707
0.248265327,0.194177779,0.210722205,0.235538845
0.246992679,0.158543629,0.206267936,0.224721335
0.236175169,0.139453906,0.243811058,0.210722205
0.21454015,0.15408936,0.294716986,0.196086751
0.218358094,0.181451297,0.312534061,0.178906
0.236175169,0.217085446,0.286444773,0.176997028
0.253992244,0.238720466,0.262264457,0.178269676
0.262900781,0.251446948,0.278808884,0.181451297
0.260991809,0.24253841,0.313170385,0.191632482
0.252083272,0.227902956,0.3029892,0.201813668
